date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2022-02-22,4.3499999,4.368,4.2399998,4.2800002,4.0472679,470500,470500,-0.30273,-6.959,4.21842,"February 22, 22",-0.06959
2022-02-18,4.46,4.46,4.3600001,4.3899999,4.1512861,601400,601400,-0.30871,-6.922,4.32376,"February 18, 22",-0.06922
2022-02-17,4.4499998,4.6199999,4.4499998,4.52,4.2742176,478400,478400,-0.17578,-3.95,4.44807,"February 17, 22",-0.0395
2022-02-16,4.4499998,4.5,4.3850002,4.4699998,4.2269363,296100,296100,-0.22306,-5.013,4.37065,"February 16, 22",-0.05013
2022-02-15,4.3699999,4.5,4.3499999,4.4699998,4.2269363,611200,611200,-0.14306,-3.274,4.35898,"February 15, 22",-0.03274
2022-02-14,4.3400002,4.4099998,4.25,4.27,4.0378118,387700,387700,-0.30219,-6.963,4.2326,"February 14, 22",-0.06963
2022-02-11,4.3499999,4.5,4.3000002,4.3299999,4.0945492,509400,509400,-0.25545,-5.872,4.29818,"February 11, 22",-0.05872
2022-02-10,4.2399998,4.4699998,4.2399998,4.3200002,4.085093,422900,422900,-0.15491,-3.654,4.26503,"February 10, 22",-0.03654
2022-02-09,4.1599998,4.3499999,4.1300001,4.3099999,4.0756364,947700,947700,-0.08436,-2.028,4.18521,"February 09, 22",-0.02028
2022-02-08,3.9000001,4.1149998,3.9000001,4.0900002,3.8675995,793600,793600,-0.0324,-0.831,3.96087,"February 08, 22",-0.00831
2022-02-07,3.99,4.04,3.9000001,3.9200001,3.7068436,788100,788100,-0.28316,-7.097,3.88228,"February 07, 22",-0.07097
2022-02-04,3.9300001,4.0749998,3.9200001,4.0300002,3.8108623,663800,663800,-0.11914,-3.032,3.93529,"February 04, 22",-0.03032
2022-02-03,3.95,4.0300002,3.9000001,3.9300001,3.7162998,826600,826600,-0.2337,-5.916,3.8821,"February 03, 22",-0.05916
2022-02-02,4.1900001,4.2199998,3.96,4.02,3.8014059,1073600,1073600,-0.38859,-9.274,3.9938,"February 02, 22",-0.09274
2022-02-01,4.0100002,4.1799998,4.0100002,4.1399999,3.9148805,1710100,1710100,-0.09512,-2.372,4.03496,"February 01, 22",-0.02372
2022-01-31,3.6500001,4.0050001,3.5999999,3.95,3.7352123,2602500,2602500,0.08521,2.335,3.78007,"January 31, 22",0.02335
2022-01-28,3.6700001,3.72,3.5,3.6300001,3.4326129,1935600,1935600,-0.23739,-6.468,3.55087,"January 28, 22",-0.06468
2022-01-27,3.99,4.04,3.5550001,3.6600001,3.4609816,2527000,2527000,-0.52902,-13.259,3.68533,"January 27, 22",-0.13259
2022-01-26,4.1199999,4.1700001,3.9000001,3.96,3.7446685,1969000,1969000,-0.37533,-9.11,3.93822,"January 26, 22",-0.0911
2022-01-25,4.0900002,4.2049999,4.0599999,4.0999999,3.8770556,1224800,1224800,-0.21294,-5.206,4.04735,"January 25, 22",-0.05206
